high_booking_rate,accommodates,availability_30,availability_365,availability_60,availability_90,bathrooms,bedrooms,beds,cancellation_policy,cleaning_fee,extra_people,guests_included,host_identity_verified,host_is_superhost,host_listings_count,host_response_rate,host_response_time,instant_bookable,is_location_exact,maximum_nights,minimum_nights,Community_areas,price,property_type,review_scores_accuracy,review_scores_checkin,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_rating,review_scores_value,room_type,security_deposit,square_feet,weekly_price,amenities_.Air.conditioning.,amenities_.Bed.linens.,amenities_.Carbon.monoxide.detector.,amenities_.Coffee.maker.,amenities_.Cooking.basics.,amenities_.Dishes.and.silverware.,amenities_.Extra.pillows.and.blankets.,amenities_.Fire.extinguisher.,amenities_.First.aid.kit.,amenities_.Free.street.parking.,amenities_.Hair.dryer.,amenities_.Hot.water.,amenities_.Laptop.friendly.workspace.,amenities_.Lock.on.bedroom.door.,amenities_.Long.term.stays.allowed.,amenities_.Private.entrance.,amenities_.Self.check.in.,amenities_.Smoke.detector.,amenities_Dishwasher,amenities_Dryer,amenities_Essentials,amenities_Hangers,amenities_Heating,amenities_Iron,amenities_Kitchen,amenities_Microwave,amenities_Oven,amenities_Refrigerator,amenities_Shampoo,amenities_Stove,amenities_TV,amenities_Washer,is_next_to_Lake,is_high_crime_area,is_major_section
0,2,0,276,0,1,1,1,1,strict_14_with_grace_period,104,5,2,0,0,878,99,within an hour,TRUE,TRUE,1124,30,NorthSide,132,Apartment,10,10,9,10,9,100,9,Entire home/apt,500,1100,550,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
0,2,30,365,60,90,1,0,1,strict_14_with_grace_period,55,0,1,1,0,0,100,N/A,TRUE,FALSE,1125,8,SouthSide,1000,Condominium,10,10,10,10,10,97,10,Entire home/apt,100,1100,550,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
1,6,6,234,29,54,1,3,3,moderate,100,0,1,1,0,5,100,within an hour,TRUE,TRUE,1125,2,SouthSide,175,Other,10,10,9,10,9,96,9,Entire home/apt,0,1100,550,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1,2,28,88,58,88,2,1,1,strict_14_with_grace_period,30,0,1,1,0,1,100,N/A,FALSE,TRUE,6,2,NorthSide,160,Apartment,10,10,10,10,10,98,10,Entire home/apt,100,1100,550,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1
0,4,18,339,34,64,2.5,1,2,strict_14_with_grace_period,9,7,1,0,1,8,100,within an hour,FALSE,TRUE,20,1,WestSide,39,House,10,10,10,10,10,100,10,Private room,100,1100,550,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1,4,30,362,60,90,1,1,2,moderate,0,20,2,1,1,1,100,within a few hours,FALSE,TRUE,1125,2,FarNorthSide,120,Other,10,10,10,10,10,99,10,Private room,0,1100,550,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0
0,4,30,90,60,90,2,2,2,strict_14_with_grace_period,50,100,4,1,0,1,50,within a day,FALSE,TRUE,1125,3,WestSide,159,Other,9,9,8,9,10,90,9,Entire home/apt,100,1100,550,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
0,2,28,363,58,88,1,1,1,strict_14_with_grace_period,35,0,1,0,0,2,100,within an hour,FALSE,FALSE,7,2,FarSouthEastSide,85,Apartment,9,10,8,9,9,87,9,Entire home/apt,250,1100,550,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
0,5,30,365,60,90,2,2,3,strict_14_with_grace_period,99,20,4,0,0,1,100,N/A,FALSE,TRUE,1125,365,NorthSide,125,Condominium,10,10,10,10,9,93,9,Entire home/apt,500,1100,550,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1
0,6,30,90,60,90,2,2,6,flexible,120,0,1,1,1,15,90,within an hour,FALSE,TRUE,1125,15,Central,199,Apartment,10,10,8,10,10,100,10,Entire home/apt,0,1100,550,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1
0,3,10,16,16,16,1,1,1,moderate,75,0,1,1,0,1,100,within an hour,FALSE,TRUE,1125,2,NorthSide,199,Apartment,10,10,10,10,10,100,10,Entire home/apt,100,1100,550,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
0,8,21,127,37,67,2,4,6,moderate,170,0,1,1,0,15,100,within an hour,TRUE,TRUE,1125,3,NorthSide,169,Apartment,10,10,9,10,10,97,10,Entire home/apt,0,1100,550,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
0,3,30,365,60,90,1,0,1,flexible,15,0,1,1,0,4,100,within an hour,FALSE,FALSE,1125,2,SouthSide,83,Apartment,10,10,10,10,10,100,10,Private room,100,1100,550,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1
0,1,22,173,40,70,1,1,1,flexible,0,15,1,1,0,0,100,within an hour,TRUE,TRUE,7,1,WestSide,45,Apartment,10,10,10,10,10,97,10,Private room,0,1100,550,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,2,0,323,18,48,1,1,1,moderate,10,0,1,0,0,1,100,N/A,FALSE,TRUE,1125,2,FarNorthSide,40,House,10,10,10,10,10,100,10,Private room,0,1100,550,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0
0,1,29,71,59,71,4,1,1,strict_14_with_grace_period,14,0,1,0,1,16,100,within an hour,FALSE,FALSE,95,1,FarSouthEastSide,20,House,10,10,10,10,10,100,10,Shared room,100,1100,550,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0
0,1,20,170,50,80,2,1,1,strict_14_with_grace_period,55,0,1,0,0,6,98,within an hour,FALSE,TRUE,30,2,SouthSide,29,House,10,10,10,10,10,97,10,Private room,100,1100,550,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
0,16,29,177,58,87,1,2,2,strict_14_with_grace_period,55,0,1,0,0,0,100,within an hour,FALSE,TRUE,31,1,NorthSide,1000,Other,10,10,10,10,10,97,10,Entire home/apt,100,1100,550,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
1,4,29,179,59,89,1,1,3,flexible,19,15,1,1,0,11,98,within an hour,TRUE,TRUE,1125,1,WestSide,49,Apartment,9,9,9,9,9,85,9,Private room,0,1100,350,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
0,16,26,358,56,86,4.5,6,9,strict_14_with_grace_period,290,100,7,1,0,1,100,within an hour,TRUE,FALSE,60,2,NorthSide,1300,House,10,10,10,10,10,99,10,Entire home/apt,3000,1100,550,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,1,21,81,51,81,1,1,1,strict_14_with_grace_period,7,0,1,0,1,3,100,within an hour,TRUE,FALSE,13,1,NorthSide,25,Apartment,10,10,10,10,10,94,9,Private room,100,1100,550,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1
1,4,22,307,52,77,1,1,1,strict_14_with_grace_period,75,0,1,0,1,408,100,within an hour,TRUE,TRUE,1125,2,Central,188,Apartment,10,10,10,10,10,99,10,Entire home/apt,250,1100,550,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,2,24,84,54,84,1,1,1,flexible,10,0,1,1,0,1,100,within a few hours,FALSE,TRUE,7,1,WestSide,94,Apartment,10,10,9,10,10,91,9,Private room,100,1100,325,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1
0,1,0,0,0,0,2,1,1,moderate,9,0,1,1,1,6,100,within an hour,FALSE,TRUE,7,2,SouthSide,45,House,10,10,10,10,9,98,10,Private room,100,1100,550,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1
1,4,18,349,48,78,1,2,3,strict_14_with_grace_period,0,0,1,0,0,1,100,within an hour,FALSE,TRUE,1125,1,NorthSide,100,Apartment,9,9,9,9,10,88,9,Entire home/apt,0,1100,550,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1
0,4,20,355,50,80,1,1,1,moderate,29,15,2,0,0,14,100,within an hour,TRUE,TRUE,400,1,NorthWestSide,39,Apartment,10,10,10,10,10,97,10,Private room,100,1100,550,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
0,2,26,86,56,86,2,2,1,moderate,15,0,1,0,1,2,100,within an hour,TRUE,TRUE,90,2,NorthWestSide,100,Other,10,10,10,10,9,100,10,Private room,5000,1100,550,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
0,9,20,255,50,80,2,4,5,moderate,109,0,1,0,0,3,100,within an hour,FALSE,TRUE,1125,2,Central,199,Condominium,10,10,10,10,10,97,10,Entire home/apt,500,1100,550,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,4,26,358,56,86,1,1,2,moderate,49,25,2,1,0,4,100,within an hour,FALSE,TRUE,1124,4,WestSide,69,Condominium,9,9,9,10,10,91,9,Entire home/apt,250,1100,550,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
0,1,30,180,60,90,1,1,2,moderate,5,0,1,1,0,13,99,within an hour,TRUE,TRUE,1125,1,NorthWestSide,21,House,9,10,9,10,9,88,9,Shared room,100,1100,550,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0
0,8,0,4,0,0,1.5,4,4,strict_14_with_grace_period,55,0,7,0,1,22,100,within an hour,TRUE,TRUE,365,1,SouthSide,345,Apartment,10,10,10,10,10,97,10,Entire home/apt,100,1100,550,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
0,4,23,85,48,78,1,1,1,moderate,45,30,2,0,1,1,100,within an hour,TRUE,TRUE,90,1,Central,125,Condominium,10,10,10,10,10,99,9,Entire home/apt,0,1100,550,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1
0,4,16,261,30,60,1,1,3,strict_14_with_grace_period,100,10,1,1,0,2,100,within an hour,TRUE,TRUE,1125,2,WestSide,64,Apartment,9,10,9,10,9,90,9,Entire home/apt,500,1100,550,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
0,2,30,365,60,90,1,1,1,flexible,50,0,1,0,0,5,100,within an hour,FALSE,TRUE,1125,1,FarNorthSide,99,Apartment,10,10,10,10,10,97,10,Entire home/apt,100,1100,550,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0
0,1,0,0,0,0,2.5,1,1,strict_14_with_grace_period,55,0,1,0,1,8,100,within an hour,TRUE,TRUE,2,1,FarNorthSide,50,House,10,10,10,10,10,97,10,Private room,100,1100,550,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
0,1,30,90,60,90,1,1,1,strict_14_with_grace_period,19,20,1,0,0,1,33,a few days or more,TRUE,FALSE,7,2,SouthSide,30,Apartment,10,10,10,10,10,97,10,Shared room,100,1100,550,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,4,21,145,39,69,1,1,2,strict_14_with_grace_period,69,12,2,1,1,7,95,within a few hours,FALSE,TRUE,180,2,NorthSide,69,Condominium,10,10,10,10,10,98,10,Entire home/apt,150,1100,550,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1
0,4,7,224,21,21,1,1,3,strict_14_with_grace_period,100,10,1,1,0,2,100,within an hour,FALSE,TRUE,1125,2,WestSide,68,Apartment,10,10,10,10,9,93,10,Entire home/apt,500,1100,550,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1,4,9,49,24,45,2,2,2,flexible,75,75,4,1,1,3,100,within an hour,FALSE,TRUE,10,1,Central,180,Apartment,10,10,10,10,10,97,10,Entire home/apt,100,1100,550,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1
0,2,0,0,0,0,1,1,1,flexible,55,0,1,0,0,1,100,N/A,TRUE,FALSE,1125,2,Central,150,Apartment,10,10,10,10,10,97,10,Entire home/apt,100,1100,550,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1
1,2,16,56,35,56,1,0,1,moderate,40,25,2,0,1,1,100,within a few hours,FALSE,TRUE,5,2,FarNorthSide,100,Apartment,10,10,10,10,10,100,10,Entire home/apt,100,1100,550,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0
0,6,25,175,55,85,2.5,3,2,moderate,100,0,1,1,0,0,100,within an hour,FALSE,TRUE,1125,1,WestSide,180,Condominium,10,10,10,10,10,97,10,Entire home/apt,100,1100,550,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1
0,2,0,335,30,60,1,1,1,flexible,125,0,1,0,0,1037,97,within a few hours,TRUE,TRUE,90,30,Central,136,Apartment,10,10,10,10,10,97,10,Entire home/apt,100,1100,550,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
0,2,16,163,43,73,1,1,1,flexible,15,0,1,0,1,2,100,within an hour,TRUE,TRUE,1125,1,NorthWestSide,50,House,10,10,10,10,10,100,10,Private room,0,1100,550,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
0,4,28,363,58,88,1,2,2,flexible,55,0,1,0,0,0,100,within a day,FALSE,TRUE,1125,1,FarSouthEastSide,55,Apartment,10,10,10,10,10,97,10,Private room,100,1100,550,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0
0,2,0,0,0,0,1,0,1,strict_14_with_grace_period,50,0,1,0,1,1,100,N/A,TRUE,TRUE,5,2,FarNorthSide,86,Apartment,10,10,10,10,10,100,10,Entire home/apt,100,1100,550,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
0,4,18,251,41,71,1,1,2,flexible,19,0,2,1,0,6,100,within an hour,TRUE,FALSE,1125,2,SouthWestSide,48,House,8,9,8,9,9,81,9,Private room,0,1100,550,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1,8,26,86,56,86,1.5,3,6,strict_14_with_grace_period,59,12,3,0,0,3,100,within an hour,TRUE,TRUE,28,1,SouthWestSide,98,Condominium,10,10,10,10,9,90,9,Entire home/apt,400,1100,550,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1,16,15,328,36,66,3.5,6,7,moderate,199,20,8,0,1,1,100,within an hour,FALSE,TRUE,1124,2,NorthSide,325,House,10,10,10,10,10,98,10,Entire home/apt,1000,1100,550,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
1,8,19,254,35,63,2,3,4,strict_14_with_grace_period,155,5,6,0,0,878,99,within an hour,TRUE,TRUE,1125,2,NorthSide,181,Apartment,10,10,9,10,9,93,9,Entire home/apt,400,1100,550,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,2,5,319,25,52,1.5,1,1,flexible,0,0,1,0,0,73,100,within an hour,TRUE,TRUE,30,1,WestSide,10,Apartment,9,10,9,9,9,89,9,Private room,0,1100,550,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
1,2,23,203,32,32,1,1,1,strict_14_with_grace_period,20,300,2,0,1,1,100,within an hour,FALSE,TRUE,29,1,NorthSide,129,Other,10,10,10,10,10,98,10,Entire home/apt,250,1100,550,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1
0,4,1,244,23,53,2,2,2,strict_14_with_grace_period,126,5,4,0,0,878,99,within an hour,TRUE,TRUE,1111,2,NorthSide,127,Apartment,9,10,9,10,10,90,9,Entire home/apt,400,1100,550,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
0,4,26,86,56,86,1,2,2,strict_14_with_grace_period,150,0,1,0,1,2,100,within an hour,FALSE,FALSE,1125,2,NorthSide,274,Apartment,10,10,10,10,10,100,10,Entire home/apt,600,1100,550,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
0,4,29,179,59,89,2,2,2,flexible,55,0,1,0,0,1,0,a few days or more,TRUE,TRUE,1125,3,Central,300,Condominium,2,2,6,2,6,20,6,Entire home/apt,100,1100,550,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
0,2,0,0,0,0,1,1,1,moderate,50,40,1,0,0,1,100,N/A,TRUE,TRUE,4,2,NorthSide,100,Other,10,10,10,10,10,100,9,Private room,250,1100,550,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1
0,2,24,95,54,84,1,1,1,strict_14_with_grace_period,30,0,1,0,1,36,100,within an hour,FALSE,TRUE,1125,2,NorthSide,25,Apartment,9,10,9,10,10,93,9,Private room,250,1100,550,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
0,2,20,166,46,76,1,1,1,strict_14_with_grace_period,30,20,2,0,0,0,100,within an hour,FALSE,TRUE,60,3,FarNorthSide,80,House,10,10,10,10,10,95,10,Private room,0,1100,550,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0
0,5,0,0,0,0,1,2,2,flexible,55,0,1,1,0,2,100,N/A,TRUE,TRUE,1125,2,NorthSide,85,Apartment,10,10,10,10,10,97,10,Entire home/apt,100,1100,550,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,3,0,4,0,4,1,0,1,strict_14_with_grace_period,55,0,1,0,0,1,100,N/A,TRUE,TRUE,3,3,Central,550,Other,10,10,10,10,10,97,10,Private room,100,1100,550,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1
1,2,21,237,50,79,1,1,1,flexible,55,0,1,0,1,3,94,within an hour,TRUE,FALSE,1125,1,Central,169,Other,10,10,10,10,10,96,9,Hotel room,100,1100,550,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1
0,2,30,365,60,90,1,1,1,flexible,80,0,1,0,0,79,100,within an hour,FALSE,TRUE,1125,31,NorthWestSide,64,Apartment,9,10,8,10,9,100,8,Entire home/apt,750,1100,550,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
0,6,22,104,44,74,2,2,2,strict_14_with_grace_period,179,75,4,0,1,5,95,within an hour,FALSE,TRUE,1125,3,Central,199,Apartment,10,10,10,10,10,100,10,Entire home/apt,0,1100,550,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
0,4,30,365,60,90,1,1,1,moderate,60,10,1,0,0,4,100,within an hour,TRUE,FALSE,365,5,SouthSide,178,Apartment,10,10,10,10,10,97,10,Entire home/apt,0,1100,550,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1
1,4,12,130,18,40,1,2,2,flexible,65,0,1,0,1,1,100,within an hour,FALSE,TRUE,15,2,WestSide,95,Apartment,10,10,10,10,10,100,10,Entire home/apt,100,1100,550,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
0,3,0,139,19,49,2,1,5,strict_14_with_grace_period,25,0,1,0,0,0,100,within a few hours,TRUE,FALSE,1125,7,WestSide,30,Other,10,10,10,10,10,97,10,Shared room,200,1100,550,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1
1,3,14,247,24,24,1,1,0,moderate,20,25,3,1,1,2,100,within an hour,TRUE,FALSE,150,1,NorthSide,70,Apartment,10,10,10,10,10,98,10,Entire home/apt,100,1100,540,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1
0,8,21,120,48,78,2,3,3,strict_14_with_grace_period,140,25,6,1,0,26,100,within an hour,FALSE,TRUE,1125,32,Central,500,Other,10,10,10,10,10,97,10,Entire home/apt,950,1100,550,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1
0,2,0,229,19,49,2,1,1,moderate,60,15,1,0,0,3,100,within an hour,TRUE,TRUE,180,3,NorthWestSide,90,House,10,10,9,10,9,95,10,Private room,0,1100,315,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
1,5,24,246,43,70,1,2,4,moderate,25,20,2,1,0,2,100,within an hour,FALSE,TRUE,1125,2,SouthSide,85,House,10,10,9,10,10,94,10,Private room,100,1100,550,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1
0,6,5,23,5,23,1,3,4,moderate,50,10,4,0,0,0,100,within an hour,FALSE,TRUE,31,2,NorthSide,150,Apartment,10,10,9,10,10,100,10,Entire home/apt,0,1100,550,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
0,2,30,365,60,90,1,1,1,strict_14_with_grace_period,0,20,2,0,0,2,83,within a few hours,FALSE,TRUE,1125,2,FarNorthSide,75,Other,10,10,10,10,10,92,9,Private room,0,1100,550,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
0,4,0,321,16,46,1,1,1,flexible,120,0,1,1,1,22,95,within a few hours,FALSE,FALSE,1125,30,Central,199,Other,10,10,10,10,10,98,9,Entire home/apt,100,1100,550,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1
0,4,27,177,57,87,2,0,3,strict_14_with_grace_period,150,50,1,0,0,2,100,N/A,FALSE,TRUE,1125,60,Central,88,Apartment,10,10,10,10,10,97,10,Entire home/apt,500,1100,550,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1
0,4,0,0,0,0,2,1,3,moderate,20,10,1,1,1,1,100,N/A,TRUE,TRUE,40,1,FarNorthSide,43,Apartment,10,10,9,10,10,96,10,Private room,0,1100,550,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0
1,6,0,201,0,0,2,3,4,moderate,99,0,1,0,1,1,100,within an hour,FALSE,TRUE,1124,2,FarNorthSide,120,Condominium,10,10,10,10,10,98,10,Entire home/apt,500,1100,550,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
0,2,15,120,33,50,1,1,1,strict_14_with_grace_period,10,12,1,1,0,0,100,within an hour,TRUE,TRUE,5,2,FarNorthSide,55,Condominium,10,10,10,10,10,97,10,Private room,0,1100,550,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0
0,2,24,66,54,66,1.5,1,1,moderate,25,35,1,0,0,3,100,within an hour,TRUE,TRUE,90,2,WestSide,48,Other,10,10,10,10,10,100,10,Shared room,0,1100,550,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1
